gardenQuantity, recyclableQuantity, removalQuantity
1.0384157055201568, 0.5740378011974879, 0.29147674812451907
1.2905276736523845, 0.7134056854396681, 0.36224298966325286
1.1526055902716836, 0.637162145343387, 0.3235291295543785
0.8790344332275287, 0.48593158842301015, 0.24673942884781064
0.884906289014902, 0.4891775593450737, 0.24838762178370444
0.9808669227756294, 0.5422247454697601, 0.2753231672765706
0.9086835667034716, 0.5023216750689123, 0.25506175387076335
1.361091150956297, 0.7524132843627763, 0.38204971330154747
1.6270618134186305, 0.8994422761733721, 0.45670600305037423
1.5567036299183734, 0.8605481639810821, 0.4369569040897314
1.1783628678791953, 0.6514008080716659, 0.33075903514774296
1.2952017940211538, 0.7159895463777851, 0.36355498581102763
1.4896794615347972, 0.8234971004797592, 0.41814364217319566
1.2865565694618457, 0.7112104529275393, 0.36112832572879094
1.4143889296871948, 0.781876378525118, 0.3970100640976293
1.0465051268484347, 0.5785096457656694, 0.2937473977405074
1.2614446339893681, 0.6973285363253501, 0.3540795636080718
1.6187804215530923, 0.8948643099965536, 0.45438146851369465
1.2733181107438525, 0.7038922125606778, 0.3574123737484922
1.3729135130491368, 0.758948704334429, 0.38536817587838756
1.312857994429491, 0.7257499211545004, 0.36851097005885736
1.110182279546204, 0.6137104738413909, 0.311621173435066
0.9131233972369345, 0.5047760202252598, 0.2563079863374318
1.3227824473385992, 0.731236174006559, 0.37129670148172034
1.4518670091882782, 0.802594318590489, 0.40752992495957185
1.0278191517460706, 0.5681800099522173, 0.28850236222205394
1.0995816268639422, 0.6078504167133686, 0.3086456369948931
0.9828552738878824, 0.5433239090267237, 0.2758812849102392
1.0431393575847268, 0.5766490433333235, 0.292802647507332
1.0084141711915238, 0.5574529068175125, 0.283055506401797
1.4063949687475334, 0.7774573046067751, 0.3947662096114728
1.3006073974520211, 0.718977772279132, 0.3650723046471205
1.589221632733762, 0.8785241660159598, 0.4460845026668214
1.5291673887115282, 0.8453260874354435, 0.42922765461875656
1.0934426174882885, 0.6044567628762806, 0.30692245572942367
1.0316956482281348, 0.5703229431774032, 0.2895904703686294
1.1820471645633472, 0.6534374929525734, 0.33179319402160656
1.1190102335852297, 0.6185905804294326, 0.3140991245313458
1.3299001934415222, 0.7351708750137605, 0.3732946079820043
0.9805069363521266, 0.5420257444204598, 0.2752221213548518
0.9669061234526998, 0.5345071941040673, 0.27140445883809594
1.6280193940427377, 0.8999716282170764, 0.4569747899002823
1.511304214033958, 0.8354512969639507, 0.4242135739971715
1.458486678063554, 0.8062536817391956, 0.40938802431917276
1.1920233135150444, 0.6589523234565884, 0.3345934361980185
1.466565566440857, 0.8107197036758572, 0.41165571740216356
0.9361865037646288, 0.5175253410315254, 0.26278165507780815
1.2193187643040986, 0.6740412906884488, 0.3422550973153271
1.2590898436677538, 0.6960268046091261, 0.35341858879633614
1.2036623975425689, 0.665386427031482, 0.33786045377629326
1.263847339513908, 0.6986567556395419, 0.35475398791547663
0.9759386352637659, 0.539500380543517, 0.27393982801258954
1.5824708419977183, 0.8747923185006896, 0.4441895982267683
1.054306154236949, 0.5828220657198158, 0.29593709699404047
1.5478841676435142, 0.8556727516533493, 0.43448133657816834
1.051012233009319, 0.5810011809924615, 0.2950125140520603
1.4378586109461886, 0.7948504544689811, 0.40359785580428875
1.2828155604309786, 0.7091424173740292, 0.36007824805640487
1.5016216166667604, 0.8300987422279237, 0.4214957299016069
1.2290605154986842, 0.6794265457513542, 0.34498954551766214
0.9162739284822492, 0.506517638749566, 0.25719232061451125
1.4686944071600094, 0.8118965301038722, 0.4122532695836214
1.35399931416995, 0.7484929060656791, 0.38005907938323746
1.1429050745456024, 0.6317996853109744, 0.32080625588833267
1.5459695114570462, 0.8546143267648516, 0.4339439046460032
0.8809832411205415, 0.4870088924274801, 0.24728644694889956
1.3531758675846004, 0.7480377035251697, 0.3798279431131717
1.2451407462487825, 0.6883157220739629, 0.3495031650085989
1.0992509821283256, 0.6076676357943186, 0.3085528271001565
1.6343901403096828, 0.903493386564551, 0.4587630182515525
1.111724133591984, 0.6145628131323917, 0.3120539621544176
1.5519572645442457, 0.8579243658927438, 0.4356246292239847
1.1991903970739295, 0.6629142982854265, 0.33660519141144185
1.220003615234211, 0.6744198773373025, 0.3424473306579068
1.4688913350427653, 0.8120053921407335, 0.41230854599997
0.8825071871786943, 0.48785133215534165, 0.24771420900891683
1.4815334951097592, 0.8189939976950078, 0.4158571207046937
0.8998678564675107, 0.49744833687406076, 0.25258723953288675
1.0463256398353415, 0.578410425068417, 0.293697016866423
1.0350470208021165, 0.5721755870974972, 0.2905311795416756
1.5992668480312235, 0.8840771765022772, 0.44890413133147833
0.9050604074842752, 0.5003187870727855, 0.2540447558982417
1.2444923214495263, 0.6879572718463438, 0.3493211562515224
1.4427477043709742, 0.7975531528435277, 0.40497019353488906
1.2418779718327952, 0.6865120553520515, 0.3485873247804703
0.9090786773837102, 0.5025400928614285, 0.25517265895011954
1.5480001435514388, 0.8557368633138558, 0.4345138902850536
