gardenQuantity, recyclableQuantity, removalQuantity
0.8642652071836178, 1.043305437836464, -0.07721022776312703
1.218310013420841, 1.470693777104154, -0.10883926928963739
1.1158976727127805, 1.3470658084271967, -0.09969013302208785
0.8641357246758812, 1.043149131874702, -0.0771986602791761
1.0540940008470365, 1.2724589558085282, -0.09416882365814683
1.3005540224099739, 1.5699753646245493, -0.11618664207917284
1.1561225248369535, 1.3956235967177548, -0.10328367117268211
1.3731361536979814, 1.657593530475868, -0.12267085877758932
0.942086700708753, 1.1372483464488654, -0.08416250952803006
1.2298109573768106, 1.4845772439726357, -0.10986672069569892
1.2224005846160546, 1.4756317465333881, -0.10920470565227003
1.2235602000139951, 1.4770315865829633, -0.10930830136368908
0.82831322139856, 0.999905678180744, -0.07399841154291087
1.0910900205148202, 1.3171190302589197, -0.09747390996861771
1.2106815325143816, 1.461484988475399, -0.10815776927855403
1.014062523504828, 1.2241346016072832, -0.0905925608888074
0.993370623519874, 1.1991561903580101, -0.0887440237761119
0.786123161280769, 0.9489755715680095, -0.07022930904525282
1.1135694561097755, 1.3442552810309918, -0.09948213884078161
1.250027639588752, 1.5089819918572152, -0.11167280362629128
0.8342803097852787, 1.007108902040931, -0.07453148894738337
1.0428972499845919, 1.2589426983405738, -0.09316854772766758
1.0225047713030222, 1.2343257361828854, -0.09134675979663465
1.0732366318527569, 1.295567153219189, -0.09587895486284204
0.8620440468593311, 1.0406241443800417, -0.07701179759017673
1.0461896352450302, 1.2629171305138431, -0.09346267713809553
1.2298873554728935, 1.4846694686143558, -0.10987354581644926
1.2004822020021924, 1.4491727758614792, -0.10724659915932211
1.2524191625056422, 1.5118689400337282, -0.11188645335739089
1.1304860124125669, 1.3646762525493086, -0.10099340084028086
1.1632554727584068, 1.4042341982928281, -0.10392090211644867
1.416095014014696, 1.709451701091966, -0.12650864301549314
1.3836381792711057, 1.6702711441269407, -0.1236090705437638
1.2934038389247426, 1.5613439569852443, -0.1155478713744702
1.3373498571276912, 1.6143937840305853, -0.11947384461338961
0.9771282550067419, 1.1795490706310507, -0.08729299119735234
0.9937245752837491, 1.1995834663803622, -0.08877564450558095
0.9962467580738705, 1.2026281417858737, -0.08900096690207082
0.7761424261911708, 0.9369272383642286, -0.06933766742517378
1.2004234217956065, 1.4491018188118856, -0.1072413479550609
1.1110947769206965, 1.341267950020317, -0.09926106023870274
1.2561860527239233, 1.5164161750905139, -0.11222297326967556
1.0317504210524895, 1.2454867045751967, -0.09217273163611317
1.0723124161068993, 1.2944514779549614, -0.09579638887771758
1.0942323279496151, 1.3209122946490932, -0.09775463198626388
0.9450404390967555, 1.1408139780357154, -0.08442638549086512
0.9891114002520458, 1.1940146310781157, -0.08836352066680009
1.346058171849312, 1.624906103661113, -0.12025181294706888
0.8415532902738789, 1.0158885451758917, -0.07518122987803055
1.1897479230575332, 1.4362147954856277, -0.10628763874381386
1.185487526785177, 1.4310718202028763, -0.10590703084265574
1.026697763287922, 1.2393873437800558, -0.0917213460503361
0.8714391018066996, 1.0519654685868827, -0.07785111673238454
0.8652411936338903, 1.0444836085673466, -0.07729741874975127
0.8420902650184806, 1.0165367590185492, -0.07522920119746956
1.3778621991649502, 1.663298618328726, -0.12309306603977044
1.0703521085622556, 1.2920850752533841, -0.09562126231847445
1.3716860517232963, 1.6558430269695004, -0.1225413120796377
1.3789711685675903, 1.664637320614265, -0.12319213722700395
1.0197085475618919, 1.2309502498040745, -0.09109695560443232
1.0553829298183508, 1.2740148978892456, -0.09428397176155112
1.3730973040168806, 1.657546632737519, -0.12266738809208544
1.2631112089874104, 1.5247759391160813, -0.11284164088229609
0.8883483550320693, 1.072377624130284, -0.07936172630220595
1.2965038260758104, 1.565086134068216, -0.11582481265592781
1.3419325985034771, 1.6199258810741952, -0.11988324962294339
0.9187762075617604, 1.1091088771554543, -0.08208003707606659
0.9732671741458416, 1.1748881325016187, -0.08694805664462013
1.0037862029058908, 1.2117294497248425, -0.08967451276258842
0.9003754004742255, 1.086896179090743, -0.08043617765138422
0.8974302750564475, 1.083340944727565, -0.0801730711391615
1.3230842921658281, 1.5971729803064352, -0.11819941228553477
0.8491165316107383, 1.0250185792774942, -0.07585690162947056
1.2007602175170653, 1.4495083847649255, -0.10727143602773559
1.1288456644883347, 1.362696091951531, -0.10084685827928475
0.8046329053863872, 0.9713197739237688, -0.07188290049652624
0.9086901137785399, 1.0969333592668498, -0.08117898310354743
0.9548298897765306, 1.1526314005615204, -0.08530093847573461
1.3076366953345941, 1.578525276289689, -0.11681938164237238
1.1477873891522, 1.385561763483317, -0.10253904126127633
0.9042327874836006, 1.0915526581544266, -0.08078078220920837
1.3290314112341182, 1.60435209802613, -0.11873070570563371
1.312596279447041, 1.5845122823972064, -0.11726245237546395
0.8367578756944214, 1.0100997177814257, -0.0747528254382579
1.3924332787763132, 1.6808882267814624, -0.12439479190608704
1.3744488558102461, 1.6591781705152933, -0.12278813068467365
1.3825342355996977, 1.6689385086975934, -0.1235104483366003
1.2540456943350018, 1.5138324224096007, -0.11203176164003947
1.4120516538617631, 1.7045707228926554, -0.1261474243111631
0.861220645591707, 1.039630168210582, -0.07693823799425026
1.2765243057759645, 1.5409676782968447, -0.1140399168853623
1.3745759792018966, 1.659331628649073, -0.12279948741399949
0.8235024378925571, 0.9940982980497971, -0.07356863410060477
1.1102998757369895, 1.3403083779808425, -0.09919004673389775
1.1170123090339095, 1.3484113515838319, -0.09978971047066754
1.1025039345984768, 1.33089743824237, -0.09849358645072392
1.197737320638126, 1.445859267890149, -0.1070013817034523
1.191243949265576, 1.438020736839073, -0.10642128814136242
0.8299953013497754, 1.001936215966359, -0.07414868228743421
1.1166965034123866, 1.348030124016766, -0.09976149757517705
1.259684469014553, 1.5206393194557992, -0.11253550872333573
0.9021658257996876, 1.089057506959282, -0.08059612756724666
1.2112523729600775, 1.4621740836005774, -0.10820876603332596
1.1383375106256355, 1.374154258504855, -0.101694824385131
0.9052863580289292, 1.0928244852162468, -0.08087490426930444
0.9594418851396858, 1.1581988118163784, -0.08571295692732983
1.2191398970456058, 1.4716955785087367, -0.10891340799515525
1.3435936232632404, 1.6219310018980329, -0.12003163937525052
0.8731333933911967, 1.0540107477543117, -0.07800247841864572
0.9058797593678558, 1.0935408149245072, -0.08092791653006959
0.8029666335843356, 0.9693083190861281, -0.0717340419930459
1.2326420082768943, 1.4879947722663804, -0.11011963621629128
1.1823059520565222, 1.4272311539493945, -0.10562280083154008
1.360820555661276, 1.6427266466824388, -0.12157062921662876
0.8927082927082297, 1.0776407617046742, -0.0797512268608438
1.008524959419149, 1.217449881830372, -0.09009785558220162
0.9522453310465636, 1.1495114274850045, -0.08507004364559512
0.8745061167408787, 1.0556678429647453, -0.0781251123990534
0.9348167319850237, 1.1284723389926767, -0.08351303765721463
0.768716774490538, 0.927963296816708, -0.06867428741828463
1.0636255676196114, 1.283965071480284, -0.09502033825729139
0.9512769540602753, 1.1483424425863036, -0.08498353246008117
1.134706569653363, 1.3697711357904978, -0.10137044967105746
0.9102276484301591, 1.098789407907433, -0.08131634071051663
1.3686174245015557, 1.6521387063043569, -0.12226717237721596
1.240727623217232, 1.4977553943131658, -0.11084197487572078
0.8664143656871133, 1.0458998136540165, -0.07740222556215315
1.364826760580819, 1.6475627726110376, -0.12192852861108872
0.8506078836291473, 1.0268188781413172, -0.07599013345236383
0.7750823494542303, 0.9356475572952914, -0.06924296412620334
1.401597434397076, 1.6919508188109136, -0.1252134833642815
1.41256855005062, 1.7051946987280224, -0.12619360188737438
1.36602642526076, 1.6490109585078658, -0.12203570217587822
0.8035718437918586, 0.9700389039752277, -0.0717881092140551
0.7825580365840145, 0.9446718995564868, -0.06991081411157696
1.326014037178188, 1.6007096480763086, -0.11846114476974456
1.2229552705232207, 1.4763013405635856, -0.10925425922086607
0.973519024450108, 1.1751921558381802, -0.08697055601077874
1.2210012949290863, 1.4739425815324274, -0.10907969833444753
1.3132963930157815, 1.585357430723552, -0.11732499790854023
1.3745610591843318, 1.6593136178170638, -0.12279815451531828
1.2658502588574387, 1.5280824075474768, -0.11308633737425433
1.312389698457402, 1.5842629063167482, -0.11724399720090783
1.326119570889189, 1.6008370440349184, -0.11847057275758388
0.8967087662126932, 1.0824699689045432, -0.08010861423207283
1.1042119013340075, 1.3329592254900944, -0.09864616982393581
1.0497500750938455, 1.2672151471694755, -0.09378075354494309
0.8366489407277997, 1.0099682159668182, -0.07474309359493692
